Timestamp,URI,Method,Pricing,Elapsed Time,Identifier
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2698.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2698.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2447.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2191.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2207.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2327.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2699.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2698.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2697.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2130.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2650.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2611.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2105.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2262.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,1246.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2236.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2591.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2484.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,1209.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2697.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2629.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2454.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2698.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,1245.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2569.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2134.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2698.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2698.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,1148.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2454.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2373.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2699.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2276.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2496.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2406.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2697.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2348.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2697.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2103.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2699.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,1267.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2549.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2697.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2210.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2665.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2359.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2279.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2396.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2685.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2698.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2698.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2447.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2191.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2207.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2327.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2699.0,/api/v1/auth/signin_POST_null
2025-01-20 12:47:22, /api/v1/auth/signin, POST, null,2698.0,/api/v1/auth/signin_POST_null
